dT	dC	ATP	dTTP	dCTP	VdT	VdC	fg	year	jrnl	vol	page	frstAut	seq	state
15	0	300	0	0	136.585699	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
20	0	300	0	0	148.9190471	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
30	0	300	0	0	198.3887369	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
40	0	300	0	0	218.3635393	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
50	0	300	0	0	264.6097169	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
75	0	300	0	0	274.367903	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
100	0	300	0	0	322.5219019	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
150	0	300	0	0	368.555875	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
200	0	300	0	0	378.0487618	   NA	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	0.05	300	0	0	   NA	1.090647597	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	0.1	300	0	0	   NA	2.376642712	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	0.25	300	0	0	   NA	5.4413297	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	0.5	300	0	0	   NA	9.905854135	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	1	300	0	0	   NA	19.75067693	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	1.5	300	0	0	   NA	28.25740728	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	2	300	0	0	   NA	32.81181113	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	3	300	0	0	   NA	43.83442803	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	4	300	0	0	   NA	52.73937191	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	5	300	0	0	   NA	62.60107903	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	7.5	300	0	0	   NA	75.36563792	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	10	300	0	0	   NA	91.08397503	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	12.5	300	0	0	   NA	100.1592954	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	15	300	0	0	   NA	103.3396454	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	20	300	0	0	   NA	130.4250979	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	30	300	0	0	   NA	140.0582129	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	40	300	0	0	   NA	167.4323031	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	50	300	0	0	   NA	176.2141479	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	75	300	0	0	   NA	194.8869542	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	100	300	0	0	   NA	186.7249556	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	150	300	0	0	   NA	222.0759952	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	200	300	0	0	   NA	233.0762698	6	2003	Biochem	42	15158	Barroso	wt	dimer
0	300	300	0	0	   NA	241.0283521	6	2003	Biochem	42	15158	Barroso	wt	dimer
0.05	0	300	0	0	8.561236409	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0.1	0	300	0	0	12.60498779	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0.25	0	300	0	0	19.52520377	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0.5	0	300	0	0	26.98698185	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
1	0	300	0	0	33.38721127	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
1.5	0	300	0	0	41.18282266	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
2	0	300	0	0	45.67886308	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
3	0	300	0	0	61.93935678	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
4	0	300	0	0	65.09504183	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
5	0	300	0	0	75.65160949	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
7.5	0	300	0	0	92.76590471	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
10	0	300	0	0	128.2851948	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
12.5	0	300	0	0	127.5407592	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
15	0	300	0	0	148.4976435	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
20	0	300	0	0	171.6699978	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
30	0	300	0	0	198.3925765	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
40	0	300	0	0	231.9145959	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
50	0	300	0	0	251.1389809	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
75	0	300	0	0	294.7718298	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
100	0	300	0	0	305.9987385	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
150	0	300	0	0	341.099126	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
200	0	300	0	0	373.3780088	   NA	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	0.05	300	0	0	   NA	2.412021656	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	0.1	300	0	0	   NA	4.702133442	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	0.25	300	0	0	   NA	10.69795842	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	0.5	300	0	0	   NA	18.23708302	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	1	300	0	0	   NA	30.4506335	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	1.5	300	0	0	   NA	42.79183474	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	2	300	0	0	   NA	51.50223364	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	3	300	0	0	   NA	64.19102949	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	4	300	0	0	   NA	72.75745955	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	5	300	0	0	   NA	81.99781046	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	7.5	300	0	0	   NA	98.71001939	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	10	300	0	0	   NA	109.36164	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	12.5	300	0	0	   NA	116.6452686	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	15	300	0	0	   NA	121.6629525	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	20	300	0	0	   NA	128.8682952	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	30	300	0	0	   NA	155.28951	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	40	300	0	0	   NA	163.6335439	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	50	300	0	0	   NA	171.5801323	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	75	300	0	0	   NA	192.161946	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	100	300	0	0	   NA	193.661946	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	150	300	0	0	   NA	209.2047146	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	200	300	0	0	   NA	223.308853	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0	300	300	0	0	   NA	231.2652954	6	2003	Biochem	42	15158	Barroso	wt	tetramer
0.05	0	300	0	0	180.1857438	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
0.1	0	300	0	0	235.2100844	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
0.25	0	300	0	0	247.510076	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
0.5	0	300	0	0	329.84393	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
1	0	300	0	0	344.8552191	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
1.5	0	300	0	0	375.7973402	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
2	0	300	0	0	407.7821221	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
3	0	300	0	0	440.5618027	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
4	0	300	0	0	457.1644796	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
5	0	300	0	0	473.8609824	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
7.5	0	300	0	0	519.11368	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
10	0	300	0	0	556.382153	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
12.5	0	300	0	0	568.7425344	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
15	0	300	0	0	602.8196999	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
20	0	300	0	0	620.3800631	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
30	0	300	0	0	668.0983505	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
40	0	300	0	0	678.1842492	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
50	0	300	0	0	712.9292637	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
75	0	300	0	0	733.143999	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
100	0	300	0	0	734.518499	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
150	0	300	0	0	747.7534903	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
200	0	300	0	0	805.2114164	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
300	0	300	0	0	787.550853	   NA	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	0.05	300	0	0	   NA	6.390433527	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	0.1	300	0	0	   NA	14.07736101	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	0.25	300	0	0	   NA	32.36125299	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	0.5	300	0	0	   NA	59.40583268	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	1	300	0	0	   NA	98.3070077	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	1.5	300	0	0	   NA	139.5754721	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	2	300	0	0	   NA	159.9879423	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	3	300	0	0	   NA	181.7086113	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	4	300	0	0	   NA	227.6094652	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	5	300	0	0	   NA	259.889579	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	7.5	300	0	0	   NA	292.2807258	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	10	300	0	0	   NA	328.5192641	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	12.5	300	0	0	   NA	347.2826037	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	15	300	0	0	   NA	352.8846761	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	20	300	0	0	   NA	385.1781264	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	30	300	0	0	   NA	403.8591313	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	40	300	0	0	   NA	427.3363604	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	50	300	0	0	   NA	426.2334782	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	75	300	0	0	   NA	440.3650583	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	100	300	0	0	   NA	448.5163008	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	150	300	0	0	   NA	448.0427175	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	200	300	0	0	   NA	447.1418008	1	2005	Biochem	44	4886	Barroso	wt	dimer
0	300	300	0	0	   NA	443.0733023	1	2005	Biochem	44	4886	Barroso	wt	dimer
0.05	0	300	0	0	118.1615009	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0.1	0	300	0	0	159.0653663	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0.25	0	300	0	0	189.0410354	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0.5	0	300	0	0	249.1312043	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
1	0	300	0	0	338.8564147	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
1.5	0	300	0	0	390.6996049	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
2	0	300	0	0	427.5746881	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
3	0	300	0	0	505.9187704	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
4	0	300	0	0	505.9187704	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
5	0	300	0	0	567.5892715	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
7.5	0	300	0	0	643.266358	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
10	0	300	0	0	710.5828274	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
12.5	0	300	0	0	769.0804967	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
15	0	300	0	0	805.6837268	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
20	0	300	0	0	820.6837268	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
30	0	300	0	0	901.6759682	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
40	0	300	0	0	927.0717833	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
50	0	300	0	0	958.0918077	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
75	0	300	0	0	999.1283171	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
100	0	300	0	0	1022.471055	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
150	0	300	0	0	1049.74601	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
200	0	300	0	0	1081.218079	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
300	0	300	0	0	1110.491196	   NA	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	0.05	300	0	0	   NA	10.07902747	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	0.1	300	0	0	   NA	20.69305706	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	0.25	300	0	0	   NA	47.42432236	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	0.5	300	0	0	   NA	87.08369375	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	1	300	0	0	   NA	152.5202335	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	1.5	300	0	0	   NA	196.7033272	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	2	300	0	0	   NA	237.3753269	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	3	300	0	0	   NA	259.2667623	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	4	300	0	0	   NA	353.790841	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	5	300	0	0	   NA	378.2093165	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	7.5	300	0	0	   NA	423.7543341	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	10	300	0	0	   NA	459.9872511	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	12.5	300	0	0	   NA	484.398128	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	15	300	0	0	   NA	495.3125663	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	20	300	0	0	   NA	571.1321524	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	30	300	0	0	   NA	598.4851804	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	40	300	0	0	   NA	628.1725881	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	50	300	0	0	   NA	649.9539769	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	75	300	0	0	   NA	660.5725205	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	100	300	0	0	   NA	670.134116	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	150	300	0	0	   NA	691.0815306	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	200	300	0	0	   NA	700.2698626	1	2005	Biochem	44	4886	Barroso	wt	tetramer
0	300	300	0	0	   NA	709.7234835	1	2005	Biochem	44	4886	Barroso	wt	tetramer
